Recorder,StartTime,EndTime,StartTemp,EndTemp,SheetName,Year,species,1,2,3,4,5,6,7,8,9,10,E
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Least Skipper,0,0,0,0,0,1,1,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Little Glassy Wing,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Monarch,29,2,0,0,7,11,9,4,5,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Pearl Crescent,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Peck's Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Summer Azure,0,1,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Tawny-edged Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,2,0,0,0,0
Nicole Cavender / Shana Byrd,16:40,17:45,82,80,9-Aug-06,2006,Zabulon Skipper,0,0,0,0,0,0,1,0,1,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Orange Sulphur,11,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Cabbage White,4,0,0,1,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Delaware Skipper,0,0,0,0,0,0,2,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Eastern Tailed Blue,0,1,1,0,1,2,2,0,2,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Monarch,16,1,0,0,1,10,0,4,2,4,3
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Pearl Crescent,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Red Admiral,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,2,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Spicebush Swallowtail,0,0,0,0,0,2,1,0,0,0,0
Nicole Cavender / Shana Byrd,14:45,16:30,82,83,18-Aug-06,2006,Zabulon Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Orange Sulphur,12,0,0,0,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Cabbage White,0,0,0,0,0,0,1,1,0,1,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Clouded Sulphur,4,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Eastern Comma,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Eastern Tailed Blue,1,2,0,0,1,1,1,0,0,2,6
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Least Skipper,0,0,0,0,0,2,3,1,1,1,1
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Little Glassy Wing,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Monarch,5,0,0,0,0,1,3,2,4,2,1
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Pearl Crescent,0,5,0,0,0,0,1,0,0,1,1
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Peck's Skipper,1,0,0,0,0,0,0,0,0,1,1
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Red Admiral,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Silver-spotted Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Swarthy Skipper,1,1,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:00,16:00,89,87,21-Aug-06,2006,Zabulon Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Cabbage White,2,1,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Eastern Tailed Blue,1,0,0,1,6,1,0,0,2,0,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Eastern Tiger Swallowtail,0,0,0,0,1,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Least Skipper,1,0,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Monarch,9,0,0,0,0,2,0,0,2,2,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Orange Sulphur,9,0,0,0,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Pearl Crescent,0,2,0,3,0,0,7,1,2,2,3
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Red Admiral,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Viceroy,0,0,1,0,4,0,1,0,4,5,0
Nicole Cavender / Shana Byrd,15:30,16:45,75,81,29-Aug-06,2006,Zabulon Skipper,0,0,0,0,0,0,3,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Orange Sulphur,6,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Cabbage White,1,2,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Clouded Sulphur,2,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Eastern Comma,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Eastern Tailed Blue,0,0,0,0,3,1,0,0,2,1,3
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Great Spangled Fritillary,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Least Skipper,2,0,1,0,1,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Monarch,7,0,1,1,0,2,2,0,1,3,4
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Painted Lady,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Pearl Crescent,0,1,0,0,0,0,2,0,2,0,1
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Peck's Skipper,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Red Admiral,0,0,0,0,0,0,0,1,0,0,1
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Silver-spotted Skipper,1,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Summer Azure,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Swarthy Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,14:40,15:35,87,82,6-Sep-06,2006,Viceroy,2,0,0,0,1,0,0,0,0,5,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Orange Sulphur,24,3,0,0,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,American Lady,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,American Snout Butterfly,0,0,0,0,0,1,0,0,0,2,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Black Swallowtail,2,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Cabbage White,3,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Clouded Sulphur,19,0,1,1,0,0,0,0,0,1,1
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Eastern Tailed Blue,1,0,0,2,1,0,0,0,2,4,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Least Skipper,0,1,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Monarch,15,0,0,0,1,1,0,1,0,1,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Pearl Crescent,0,0,0,1,1,3,2,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Question Mark,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Red Admiral,1,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Red-spotted Purple,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Silver-spotted Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Spicebush Swallowtail,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Summer Azure,0,0,1,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:57,15:30,81,86,11-Sep-06,2006,Viceroy,4,0,2,5,2,1,0,0,1,8,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Orange Sulphur,6,0,0,2,0,1,0,0,0,1,2
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Cabbage White,2,0,0,0,0,1,0,0,1,1,1
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Clouded Sulphur,8,1,1,1,1,0,0,0,3,3,3
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Eastern Comma,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Eastern Tailed Blue,1,3,0,0,5,0,0,0,2,7,1
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Great Spangled Fritillary,0,0,0,0,0,0,0,0,0,0,1
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Monarch,11,0,0,1,0,1,1,1,0,1,1
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Painted Lady,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Pearl Crescent,1,0,0,2,0,0,0,1,1,4,2
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Question Mark,1,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Red-spotted Purple,0,0,0,0,0,0,0,2,0,0,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,0,0,0,1,2
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Summer Azure,0,0,0,0,0,1,0,1,0,0,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Tawny-edged Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Viceroy,2,0,0,1,1,3,1,2,2,1,0
Nicole Cavender / Shana Byrd,11:54,13:08,80,79,18-Sep-06,2006,Zabulon Skipper,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Orange Sulphur,2,2,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Black Swallowtail,1,0,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Cabbage White,0,0,0,1,0,0,0,0,0,2,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Clouded Sulphur,6,3,0,0,1,0,0,0,0,8,2
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Eastern Comma,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Eastern Tailed Blue,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Meadow Fritillary,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Monarch,5,1,4,3,0,1,0,0,1,2,5
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Pearl Crescent,0,0,0,0,0,0,0,1,1,4,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Silver-spotted Skipper,0,0,0,0,0,0,1,0,0,0,0
Nicole Cavender / Shana Byrd,12:30,13:25,67,67,27-Sep-06,2006,Viceroy,0,0,0,0,1,2,0,0,2,0,0
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Orange Sulphur,10,1,0,0,0,0,0,0,1,0,0
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Cabbage White,2,0,0,0,0,1,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Clouded Sulphur,10,2,0,0,2,0,0,0,2,2,1
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Monarch,4,1,0,0,1,0,1,3,0,4,3
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Pearl Crescent,0,1,0,0,0,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,15:36,17:00,76,76,3-Oct-06,2006,Red Admiral,1,0,0,0,0,0,0,1,0,0,0
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Orange Sulphur,5,0,0,0,0,0,0,0,1,3,1
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Cabbage White,1,2,0,0,0,0,0,0,1,1,1
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Clouded Sulphur,4,4,3,0,0,0,1,0,0,6,0
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Monarch,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Pearl Crescent,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Summer Azure,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender / Shana Byrd,13:45,15:00,78,77,9-Oct-06,2006,Tawny-edged Skipper,0,0,0,0,0,0,0,0,0,1,0
Shana Byrd,13:28,14:17,83.7,86.6,1-May-07,2007,Eastern Tiger Swallowtail,1,0,0,0,0,0,1,0,0,0,0
Shana Byrd,13:28,14:17,83.7,86.6,1-May-07,2007,Red Admiral,0,0,0,0,0,0,0,0,0,0,1
Shana Byrd,13:28,14:17,83.7,86.6,1-May-07,2007,Spicebush Swallowtail,1,0,0,0,0,0,0,0,0,0,0
Shana Byrd,11:20,12:20,82,81.5,10-May-07,2007,Cabbage White,0,2,1,0,0,0,0,0,0,3,0
Shana Byrd,11:20,12:20,82,81.5,10-May-07,2007,Clouded Sulphur,1,1,0,0,0,0,0,0,0,0,4
Shana Byrd,11:20,12:20,82,81.5,10-May-07,2007,Monarch,1,0,0,0,0,0,0,0,0,0,0
Shana Byrd,11:20,12:20,82,81.5,10-May-07,2007,Silver-spotted Skipper,0,0,1,0,0,0,0,0,0,0,0
Shana Byrd,11:20,12:20,82,81.5,10-May-07,2007,Spicebush Swallowtail,0,0,0,0,0,0,2,0,0,0,1
Shana Byrd,14:45,15:37,77.5,74.5,21-May-07,2007,Black Swallowtail,2,0,0,0,0,0,0,0,0,0,0
Shana Byrd,14:45,15:37,77.5,74.5,21-May-07,2007,Clouded Sulphur,0,2,1,0,0,0,0,0,0,0,0
Shana Byrd,14:45,15:37,77.5,74.5,21-May-07,2007,Eastern Tailed Blue,0,3,0,0,0,0,0,0,0,0,0
Shana Byrd,14:45,15:37,77.5,74.5,21-May-07,2007,Pearl Crescent,0,2,0,0,0,0,0,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Azures,0,0,0,0,0,0,1,1,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Clouded Sulphur,0,1,0,2,0,1,0,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Eastern Tailed Blue,0,0,0,0,1,0,0,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Eastern Tiger Swallowtail,0,0,0,1,0,0,0,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,European Skipper,2,0,0,0,2,0,0,0,0,0,1
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Least Skipper,1,0,0,0,0,1,2,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Little Wood Satyr,0,0,0,1,0,0,1,5,5,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Orange Sulphur,1,0,0,0,0,0,0,0,1,0,1
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Pearl Crescent,0,0,0,0,0,1,0,0,0,0,0
Nicole Cavender,13:45,14:30,84.7,87.5,29-May-07,2007,Silver-spotted Skipper,0,0,0,2,0,0,0,0,0,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Cabbage White,1,0,0,1,0,0,0,1,1,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,European Skipper,6,4,0,3,0,0,0,1,2,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Least Skipper,0,0,0,0,0,3,0,0,0,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Little Wood Satyr,0,0,0,0,0,0,0,1,2,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Monarch,0,0,0,0,0,0,0,0,0,1,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Orange Sulphur,0,2,0,1,0,0,0,0,0,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Peck's Skipper,0,0,0,0,0,0,0,0,1,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Silver-spotted Skipper,0,0,0,0,0,0,0,1,0,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Tawny-edged Skipper,2,1,0,0,0,0,0,0,0,0,0
Nicole Cavender,10:45,11:30,67,73,10-Jun-07,2007,Viceroy,1,0,0,0,0,0,0,0,0,0,0
Shana Byrd,16:55,17:45,79,79,15-Jun-07,2007,Cabbage White,0,1,1,0,0,0,0,0,2,0,2
Shana Byrd,16:55,17:45,79,79,15-Jun-07,2007,Clouded Sulphur,3,2,0,0,1,0,0,0,0,4,2
Shana Byrd,16:55,17:45,79,79,15-Jun-07,2007,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
Shana Byrd,16:55,17:45,79,79,15-Jun-07,2007,Little Wood Satyr,0,0,0,0,0,0,0,0,2,0,0
Shana Byrd,16:55,17:45,79,79,15-Jun-07,2007,Orange Sulphur,0,0,0,0,1,2,0,0,1,0,0
nicole,16:00,16:35,80,80,19-Jun-07,2007,Black Swallowtail,0,0,0,0,0,0,0,0,0,1,0
nicole,16:00,16:35,80,80,19-Jun-07,2007,Clouded Sulphur,8,3,0,0,0,0,0,0,0,0,0
nicole,16:00,16:35,80,80,19-Jun-07,2007,Monarch,0,0,0,0,0,0,1,0,0,0,0
nicole,16:00,16:35,80,80,19-Jun-07,2007,Orange Sulphur,7,1,0,0,0,0,0,1,0,0,0
nicole,16:00,16:35,80,80,19-Jun-07,2007,Silver-spotted Skipper,0,0,0,0,1,0,0,0,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Black Swallowtail,1,0,0,0,0,0,4,0,0,2,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Cabbage White,0,0,0,0,0,0,0,1,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Clouded Sulphur,12,0,0,0,0,0,0,1,0,2,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Great Spangled Fritillary,0,0,0,0,0,1,0,1,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Little Wood Satyr,0,0,0,0,0,0,1,0,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Monarch,0,0,0,0,0,3,0,0,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Orange Sulphur,0,3,0,0,0,0,0,0,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Pearl Crescent,0,0,0,2,0,0,2,0,0,1,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Silver-spotted Skipper,0,0,0,0,0,0,1,3,0,0,0
"S.Byrd,J>L> Dimpardo",14:49,16:07,89.4,86.6,3-Jul-07,2007,Spicebush Swallowtail,0,0,0,1,0,0,0,1,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Cabbage White,0,0,0,0,0,0,0,1,1,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Clouded Sulphur,1,0,0,0,0,0,0,0,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Common Wood Nymph,0,0,0,0,0,0,0,0,1,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Eastern Tailed Blue,0,2,0,0,0,0,0,0,0,1,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Little Glassy Wing,0,0,0,0,0,0,0,1,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Monarch,1,0,0,0,0,1,1,0,1,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Orange Sulphur,1,2,0,0,0,0,0,0,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Pearl Crescent,0,0,0,0,0,1,0,0,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Pipevine Swallowtail,1,0,0,0,0,0,0,0,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Red Admiral,0,0,0,0,0,0,0,1,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Silver-spotted Skipper,0,0,0,0,0,0,1,4,0,0,1
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Spicebush Swallowtail,0,0,0,0,0,1,0,1,0,0,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Summer Azure,0,0,0,0,0,0,0,0,0,1,0
"Nicole, Bev, Louisa",11:00,NA,88,90,10-Jul-07,2007,Viceroy,0,0,0,1,0,0,1,0,2,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Clouded Sulphur,0,0,0,0,0,0,0,0,0,2,1
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Eastern Tailed Blue,1,1,1,1,0,0,1,0,1,0,1
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Monarch,2,0,0,0,0,1,1,0,0,2,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Northern Pearly-Eye,0,0,0,0,0,0,1,0,0,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Orange Sulphur,1,0,0,0,0,0,0,0,0,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Pearl Crescent,0,0,0,0,0,1,0,1,0,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Red Admiral,0,0,0,0,0,0,0,1,0,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Spicebush Swallowtail,0,0,0,0,1,0,2,0,0,0,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Summer Azure,0,0,0,0,0,0,0,1,0,1,0
Nicole,16:15,17:00,80,80,18-Jul-07,2007,Eastern Tiger Swallowtail,0,0,0,0,0,1,0,0,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Cabbage White,0,0,0,0,0,0,0,3,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Common Wood Nymph,0,0,0,0,0,0,1,0,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Eastern Tailed Blue,1,1,0,0,3,2,3,0,0,5,2
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Monarch,1,1,0,0,1,1,0,2,0,0,1
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Red Admiral,0,0,0,0,0,0,0,1,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Silver-spotted Skipper,0,0,0,1,0,0,0,1,0,0,0
"Nicole, bev",12:40,13:30,82,79,24-Jul-07,2007,Spicebush Swallowtail,0,0,0,0,0,0,0,2,0,0,0
