Recorder,StartTime,EndTime,StartTemp,EndTemp,SheetName,Year,species,1,2,3,4,5,6,7,8,9,10,E
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Monarch,1,0,1,0,0,1,0,0,0,2,1
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Orange Sulphur,1,0,0,0,0,0,0,0,0,0,0
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Pearl Crescent,2,0,0,0,0,0,0,0,0,1,1
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Silver-spotted Skipper,0,0,1,0,0,0,0,0,0,0,0
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Spicebush Swallowtail,0,1,0,0,0,0,0,1,0,0,0
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Summer Azure,0,0,0,0,0,0,0,1,0,0,1
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Viceroy,0,0,0,0,0,0,0,0,0,0,1
"C.Peugh, K.Krumm",14:00,15:20,83.3,88.4,13-Aug-09,2009,Zabulon Skipper,0,0,0,0,0,0,0,1,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Black Swallowtail,0,0,0,0,0,0,0,1,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Cabbage White,1,3,0,0,0,2,1,0,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Clouded Sulphur,1,0,0,0,0,0,0,0,2,0,1
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Eastern Tailed Blue,0,5,0,1,0,2,2,0,0,1,1
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Great Spangled Fritillary,0,0,0,0,0,1,0,1,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Least Skipper,0,0,0,0,0,0,1,1,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Monarch,3,1,0,2,1,3,0,0,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Orange Sulphur,0,1,0,0,0,1,0,0,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Peck's Skipper,1,0,0,0,0,0,0,0,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Silver-spotted Skipper,0,0,0,0,0,0,0,3,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Summer Azure,0,0,0,0,0,0,1,0,0,0,0
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Tawny-edged Skipper,0,0,0,0,0,0,0,0,0,0,1
"C.Peugh, L.Anderson",15:00,16:15,86.8,89.9,17-Aug-09,2009,Zabulon Skipper,0,0,0,0,0,0,0,3,2,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Cabbage White,0,0,1,1,0,0,0,1,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Clouded Sulphur,1,1,0,0,0,0,0,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Eastern Tailed Blue,0,0,0,0,1,2,0,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Gray Hairstreak,0,0,0,0,0,1,0,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Least Skipper,0,0,0,0,0,1,0,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Monarch,0,0,1,0,0,0,0,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Orange Sulphur,1,0,0,0,0,0,0,0,1,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Pearl Crescent,1,0,0,1,0,2,0,0,0,2,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Silver-spotted Skipper,0,0,0,0,0,0,1,0,0,0,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Viceroy,0,0,0,0,0,0,0,0,0,1,0
"L.anderson, C.Peugh",14:15,15:25,85.6,83.3,26-Aug-09,2009,Zabulon Skipper,0,1,0,0,0,0,1,2,0,0,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Black Swallowtail,1,0,0,0,0,0,0,0,0,0,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Cabbage White,1,1,0,0,0,0,0,0,0,0,1
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Clouded Sulphur,7,0,0,0,0,0,0,0,1,0,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Eastern Tailed Blue,0,0,0,0,0,0,0,0,0,2,3
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,1,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Monarch,1,1,1,1,0,1,0,0,2,5,1
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Orange Sulphur,5,2,0,0,0,0,0,0,0,1,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Pearl Crescent,0,2,0,0,0,0,2,0,3,3,1
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Eastern Tiger Swallowtail,0,0,0,0,0,0,1,0,0,0,0
"S.Byrd, C.Peugh",13:00,14:05,72,73,31-Aug-09,2009,Viceroy,0,0,0,0,0,0,0,0,0,1,1
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Cabbage White,3,1,0,0,1,0,0,0,0,0,0
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Clouded Sulphur,3,0,0,1,0,2,0,0,0,2,3
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Eastern Tailed Blue,0,0,0,0,0,0,0,0,0,0,2
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Least Skipper,0,0,0,0,1,0,0,0,0,0,0
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Monarch,2,0,2,1,2,2,0,0,0,0,1
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Orange Sulphur,2,1,0,0,0,0,0,0,0,0,1
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Painted Lady,1,0,0,0,0,0,0,0,0,0,0
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Pearl Crescent,1,0,0,0,0,0,0,0,3,3,1
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Viceroy,3,0,0,0,0,0,0,0,0,2,2
S.Byrd,16:00,16:55,78,77,11-Sep-09,2009,Zabulon Skipper,0,0,0,0,0,0,1,0,0,0,0
Zack Canter,16:02,16:35,49.8,47.7,9-Apr-10,2010,None,,,,,,,,,,,
Zack Canter,14:45,15:24,62,60,19-Apr-10,2010,Cabbage White,0,2,2,1,0,1,1,0,0,1,2
Zack Canter,14:45,15:24,62,60,19-Apr-10,2010,Clouded Sulphur,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,14:45,15:24,62,60,19-Apr-10,2010,Meadow Fritillary,0,0,0,0,0,0,1,0,0,1,0
Zack Canter,14:20,15:06,81,83,10-Jun-10,2010,Cabbage White,9,3,3,2,0,0,0,0,0,2,1
Zack Canter,14:20,15:06,81,83,10-Jun-10,2010,Clouded Sulphur,0,4,1,0,0,0,0,0,0,2,1
Zack Canter,14:20,15:06,81,83,10-Jun-10,2010,Great Spangled Fritillary,0,1,0,0,0,0,0,0,0,1,0
Zack Canter,14:20,15:06,81,83,10-Jun-10,2010,Monarch,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,14:20,15:06,81,83,10-Jun-10,2010,Painted Lady,0,0,0,1,0,0,0,0,0,0,0
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Cabbage White,3,1,1,2,2,4,0,0,1,2,1
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Clouded Sulphur,0,5,3,2,0,3,0,0,1,3,3
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Eastern Tailed Blue,1,0,0,0,1,0,0,0,0,0,1
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Eastern Tiger Swallowtail,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Great Spangled Fritillary,0,1,0,0,0,1,0,0,1,1,0
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Regal Fritillary,0,0,0,0,0,0,0,0,0,2,0
Zack Canter,13:52,14:40,85,86,14-Jun-10,2010,Viceroy,0,0,0,1,0,0,0,0,0,0,0
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Cabbage White,0,3,2,0,0,0,0,1,0,0,2
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Clouded Sulphur,1,3,2,0,0,0,0,0,0,2,1
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Little Wood Satyr,0,0,0,0,0,0,0,5,0,0,0
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Meadow Fritillary,0,1,0,0,1,0,0,1,1,0,0
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Spicebush Swallowtail,0,0,0,0,0,0,0,2,0,0,0
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Summer Azure,0,0,0,0,0,0,1,0,0,0,0
Zack Canter,13:40,NA,83,82.9,24-Jun-10,2010,Eastern Tiger Swallowtail,0,0,1,1,0,0,0,0,0,2,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Black Swallowtail,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Cabbage White,7,0,1,0,0,1,2,0,0,1,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Clouded Sulphur,0,3,0,1,0,3,1,0,0,2,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Monarch,0,2,0,1,0,0,0,0,0,0,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Orange Sulphur,2,1,0,0,0,0,0,0,0,1,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Pearl Crescent,4,1,0,2,1,0,2,0,2,5,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Spicebush Swallowtail,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,13:40,14:43,81,80.7,2-Jul-10,2010,Viceroy,0,0,0,0,0,0,0,0,1,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Aphrodite Fritillary,0,0,0,0,0,0,0,4,0,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Cabbage White,7,1,2,0,0,2,1,0,0,4,3
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Clouded Sulphur,3,3,0,1,0,0,0,0,0,1,3
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Eastern Tailed Blue,0,0,1,0,0,2,0,0,0,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Eastern Tiger Swallowtail,0,0,0,0,0,1,0,3,0,0,1
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Great Spangled Fritillary,0,0,0,0,0,0,0,1,1,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Orange Sulphur,0,3,0,0,0,0,0,1,0,1,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Pearl Crescent,0,0,0,0,0,0,0,0,1,0,11
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Red-spotted Purple,0,0,0,0,0,0,0,1,0,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Silver-spotted Skipper,0,0,0,0,0,0,0,7,0,0,0
Zack Canter,11:11,NA,79.2,NA,9-Jul-10,2010,Viceroy,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Black Swallowtail,0,0,0,0,1,2,2,7,0,3,2
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Cabbage White,5,0,0,1,0,2,0,1,0,0,2
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Clouded Sulphur,1,2,0,0,0,0,0,0,0,0,1
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Eastern Tailed Blue,0,3,2,0,0,0,1,1,1,0,1
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Eastern Tiger Swallowtail,0,0,0,0,4,3,1,0,0,0,1
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Orange Sulphur,0,1,1,0,0,0,0,0,0,0,0
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Pearl Crescent,1,4,2,0,0,0,0,0,1,1,3
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Red Admiral,0,0,0,0,0,0,0,0,0,0,1
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Silver-spotted Skipper,0,0,0,1,0,0,0,0,0,0,0
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Spicebush Swallowtail,0,0,0,0,0,1,0,0,0,0,0
Zack Canter,13:30,NA,85,86,15-Jul-10,2010,Viceroy,0,0,0,0,0,0,0,0,2,0,0
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Cabbage White,3,0,0,0,0,1,0,0,1,0,0
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Clouded Sulphur,2,1,0,0,0,0,0,0,0,2,0
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Eastern Tailed Blue,1,4,0,2,1,0,0,1,2,2,5
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Eastern Tiger Swallowtail,0,2,1,1,4,1,0,2,2,1,3
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Pearl Crescent,0,1,0,1,0,0,0,0,1,2,0
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Silver-spotted Skipper,0,0,0,0,0,0,0,1,0,0,0
Zack Canter,15:45,17:04,90,88,23-Jul-10,2010,Viceroy,0,2,0,0,0,0,0,0,0,2,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Cabbage White,5,2,0,0,0,0,0,0,0,0,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Clouded Sulphur,0,5,0,2,0,2,0,0,0,6,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Eastern Tailed Blue,0,0,0,1,0,0,0,2,1,4,2
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Eastern Tiger Swallowtail,0,0,0,0,0,6,0,1,0,2,2
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Monarch,1,2,0,1,0,2,0,0,0,2,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Pearl Crescent,1,1,0,1,0,5,0,0,0,2,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Red Admiral,0,0,0,0,0,0,1,0,0,0,0
Zack Canter,15:30,16:20,82.4,87,29-Jul-10,2010,Viceroy,0,1,1,0,0,1,0,0,0,1,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,American Copper,0,0,0,0,0,0,0,0,0,2,4
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Black Swallowtail,0,0,0,0,0,2,0,0,0,1,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Red-spotted Purple,0,0,0,0,0,0,0,0,0,1,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Cabbage White,0,6,0,1,0,5,4,1,0,4,3
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Clouded Sulphur,0,5,2,0,1,5,0,1,5,4,2
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Eastern Tailed Blue,0,1,10,3,5,5,3,3,5,4,4
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Eastern Tiger Swallowtail,0,0,0,0,1,2,2,3,0,0,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Harvester,0,1,3,0,0,0,0,0,0,0,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Monarch,0,5,3,1,0,3,0,4,4,0,1
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Pearl Crescent,0,0,0,0,0,4,0,3,3,0,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Spicebush Swallowtail,0,0,0,0,0,2,0,1,0,0,0
Zack Canter,13:26,14:31,78.4,80,20-Aug-10,2010,Viceroy,0,1,0,1,4,3,3,4,0,5,2
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Black Swallowtail,0,1,0,0,0,1,0,2,0,0,1
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Cabbage White,2,3,2,5,0,1,2,2,1,3,5
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Clouded Sulphur,0,0,0,0,3,0,2,0,0,0,5
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Eastern Tailed Blue,0,1,0,2,0,2,0,0,0,0,3
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Harvester,0,0,0,0,2,0,0,0,0,0,0
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Pearl Crescent,2,0,0,3,0,0,0,0,4,0,0
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Summer Azure,0,0,0,1,0,0,0,3,0,0,0
Zack Canter,16:00,16:45,85,84,6-Sep-10,2010,Eastern Tiger Swallowtail,0,0,0,0,0,0,1,1,0,0,2
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Black Swallowtail,0,1,0,0,0,0,0,0,1,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Cabbage White,2,0,0,1,3,0,0,0,1,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Clouded Sulphur,1,1,1,0,0,1,0,0,1,2,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Eastern Tailed Blue,0,2,0,1,0,1,1,0,0,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Eastern Tiger Swallowtail,1,1,0,1,1,0,0,3,3,1,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Monarch,0,0,0,0,1,1,2,2,2,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Orange Sulphur,1,0,0,0,0,0,0,0,0,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Pearl Crescent,0,1,0,0,0,0,1,0,0,1,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Regal Fritillary,0,0,0,0,0,0,0,1,0,0,0
Zack Canter,14:30,NA,90,NA,13-Sep-10,2010,Viceroy,0,3,0,0,0,1,0,1,1,0,2
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Black Swallowtail,0,0,2,0,0,1,0,0,0,1,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Cabbage White,4,0,0,0,0,1,0,1,0,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Clouded Sulphur,0,1,0,0,0,0,0,0,0,1,3
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Eastern Tailed Blue,2,2,0,0,1,0,0,1,2,1,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Eastern Tiger Swallowtail,0,0,0,0,1,3,0,0,0,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Monarch,0,1,0,0,0,0,0,1,1,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Orange Sulphur,0,0,0,0,1,0,0,0,0,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Pearl Crescent,1,1,0,0,1,0,0,1,2,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Unknown Skipper,0,0,0,0,0,0,0,1,0,0,0
Zack Canter,15:00,15:45,83,81.5,20-Sep-10,2010,Viceroy,0,3,1,0,0,0,0,0,0,4,0
Corine Peugh,14:50,15:36,59.7,63.14,6-Apr-11,2011,Mourning Cloak,0,0,0,0,0,0,1,0,0,0,0
Corine Peugh,15:00,15:33,65.8,65.7,7-Apr-11,2011,None,,,,,,,,,,,
Corine Peugh,15:00,15:31,60.6,68.2,13-Apr-11,2011,None,,,,,,,,,,,
Corine Peugh,16:08,16:45,55.9,57.2,21-Apr-11,2011,None,,,,,,,,,,,
Corine Peugh,11:48,12:19,52,50,29-Apr-11,2011,None,,,,,,,,,,,
Corine Peugh,16:30,16:52,63.1,64.4,5-May-11,2011,Cabbage White,0,0,0,0,0,0,1,0,0,0,0
Corine Peugh,14:25,14:57,78.3,81.7,10-May-11,2011,Black Swallowtail,0,0,0,0,0,0,0,0,0,0,1
Corine Peugh,14:25,14:57,78.3,81.7,10-May-11,2011,Clouded Sulphur,3,3,0,0,0,0,0,0,0,0,2
Corine Peugh,14:25,14:57,78.3,81.7,10-May-11,2011,Spicebush Swallowtail,0,0,1,0,0,0,0,0,0,0,0
Corine Peugh,15:27,16:26,61.3,63.7,18-May-11,2011,Black Swallowtail,0,0,1,0,1,0,0,0,0,0,1
Corine Peugh,15:27,16:26,61.3,63.7,18-May-11,2011,Pearl Crescent,0,0,1,0,0,0,0,0,0,0,1
Corine Peugh,15:27,16:26,61.3,63.7,18-May-11,2011,Question Mark,0,0,0,0,0,0,0,0,1,0,0
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Clouded Sulphur,0,0,1,0,0,0,0,0,0,0,0
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Eastern Tailed Blue,0,1,0,0,0,0,1,0,0,1,2
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Eastern Tiger Swallowtail,0,0,0,0,1,1,0,0,0,0,0
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Least Skipper,0,0,0,0,0,0,0,0,0,1,0
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Pearl Crescent,0,0,5,0,0,4,0,0,1,0,2
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Summer Azure,0,0,1,0,0,0,0,0,0,0,0
C. Peugh,14:04,14:54,74.7,77,23-May-11,2011,Zabulon Skipper,0,0,0,0,0,0,0,0,1,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Black Swallowtail,0,0,0,0,0,2,0,0,0,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Cabbage White,3,0,0,0,1,0,0,0,0,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Clouded Sulphur,2,0,0,0,0,0,0,0,0,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Eastern Tailed Blue,0,0,0,0,1,0,0,0,1,0,2
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Little Wood Satyr,0,0,0,0,0,2,0,0,2,0,1
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Monarch,0,0,0,0,0,0,0,1,0,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Pearl Crescent,3,7,0,0,1,0,1,0,0,0,1
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Spicebush Swallowtail,1,0,0,0,0,0,0,0,0,0,0
Corine Peugh,13:47,14:42,77.9,79.5,2-Jun-11,2011,Eastern Tiger Swallowtail,1,1,0,0,0,0,1,0,1,0,0
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Cabbage White,34,2,1,1,12,1,0,2,0,1,2
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Clouded Sulphur,0,0,0,0,1,0,0,0,0,0,0
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,European Skipper,1,1,0,0,1,0,0,0,0,0,0
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Least Skipper,2,1,0,0,0,1,0,0,0,1,0
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Little Wood Satyr,0,0,2,0,0,0,1,3,2,0,0
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Pearl Crescent,2,0,1,0,0,0,1,0,0,0,1
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Spicebush Swallowtail,0,0,0,0,0,1,0,0,0,0,1
Corine Peugh,10:45,11:35,79.5,88.2,8-Jun-11,2011,Eastern Tiger Swallowtail,1,0,0,0,0,0,0,0,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Cabbage White,14,1,0,1,2,0,0,0,0,0,2
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Eastern Tailed Blue,0,0,0,0,0,0,1,0,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Great Spangled Fritillary,0,0,0,0,0,0,0,1,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Little Wood Satyr,0,0,0,2,0,0,1,1,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Orange Sulphur,1,0,0,0,0,0,0,0,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Pearl Crescent,0,0,1,0,0,0,0,0,0,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Silver-spotted Skipper,0,0,0,0,0,0,0,0,2,0,0
Corine Peugh,13:47,14:42,78.4,69.6,15-Jun-11,2011,Summer Azure,0,0,0,0,0,0,1,0,0,0,0
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Cabbage White,1,0,0,0,1,0,0,0,0,0,0
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Common Wood Nymph,0,0,0,0,0,0,0,0,1,0,0
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Eastern Tailed Blue,0,1,0,0,0,0,0,0,0,0,1
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Great Spangled Fritillary,0,0,0,0,0,0,0,0,1,0,0
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Monarch,0,1,0,0,0,0,0,0,0,0,0
Corine Peugh,15:03,15:55,76.3,79.7,22-Jun-11,2011,Pearl Crescent,0,0,0,1,0,0,0,0,0,0,0
Becky Fehn,15:09,16:06,85.8,85.1,28-Jun-11,2011,Cabbage White,0,1,1,0,0,0,0,0,0,0,0
Becky Fehn,15:09,16:06,85.8,85.1,28-Jun-11,2011,Clouded Sulphur,0,1,0,0,0,0,0,0,0,2,0
Becky Fehn,15:09,16:06,85.8,85.1,28-Jun-11,2011,Common Buckeye,0,0,0,0,0,0,0,0,0,1,0
Becky Fehn,15:09,16:06,85.8,85.1,28-Jun-11,2011,Eastern Tailed Blue,0,2,0,0,0,0,0,0,0,1,1
Becky Fehn,15:09,16:06,85.8,85.1,28-Jun-11,2011,Great Spangled Fritillary,0,1,0,1,0,0,0,0,0,1,0
